id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,country_name,iso_country,region_name,iso_region,local_region,municipality,gps_code,iata_code,local_code,home_link,last_updated
3632,KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125,United States,US,California,US-CA,CA,Los Angeles,KLAX,LAX,LAX,https://www.flylax.com/,2024-04-02T16:36:13+00:00
3754,KORD,large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,680,United States,US,Illinois,US-IL,IL,Chicago,KORD,ORD,ORD,https://www.flychicago.com/ohare/home/pages/default.aspx,2024-03-09T23:28:49+00:00
3622,KJFK,large_airport,John F Kennedy International Airport,40.639447,-73.779317,13,United States,US,New York,US-NY,NY,New York,KJFK,JFK,JFK,https://www.jfkairport.com/,2022-10-18T18:49:55+00:00
3384,KATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026,United States,US,Georgia,US-GA,GA,Atlanta,KATL,ATL,ATL,http://www.atlanta-airport.com/,2024-04-02T16:26:01+00:00
3878,KSFO,large_airport,San Francisco International Airport,37.619806,-122.374821,13,United States,US,California,US-CA,CA,San Francisco,KSFO,SFO,SFO,http://www.flysfo.com/,2024-04-02T16:43:50+00:00
3521,KEWR,large_airport,Newark Liberty International Airport,40.692501,-74.168701,18,United States,US,New Jersey,US-NJ,NJ,Newark,KEWR,EWR,EWR,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,2022-09-17T20:28:21+00:00
3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607,United States,US,Texas,US-TX,TX,Dallas-Fort Worth,KDFW,DFW,DFW,https://www.dfwairport.com/,2018-09-19T14:53:02+00:00
3631,KLAS,large_airport,Harry Reid International Airport,36.083361,-115.151817,2181,United States,US,Nevada,US-NV,NV,Las Vegas,KLAS,LAS,LAS,https://www.harryreidairport.com/,2022-10-18T19:05:10+00:00
3670,KMCO,large_airport,Orlando International Airport,28.42939949,-81.30899811,96,United States,US,Florida,US-FL,FL,Orlando,KMCO,MCO,MCO,http://www.orlandoairports.net/,2008-06-13T14:30:04+00:00
3486,KDEN,large_airport,Denver International Airport,39.86169815,-104.6729965,5431,United States,US,Colorado,US-CO,CO,Denver,KDEN,DEN,DEN,http://www.flydenver.com/,2015-11-13T09:28:42+00:00
3602,KIAD,large_airport,Washington Dulles International Airport,38.9445,-77.455803,312,United States,US,Virginia,US-VA,VA,Dulles,KIAD,IAD,IAD,http://www.mwaa.com/dulles/,2022-11-02T15:47:54+00:00
3643,KLGA,large_airport,LaGuardia Airport,40.777199,-73.872597,21,United States,US,New York,US-NY,NY,New York,KLGA,LGA,LGA,https://www.laguardiaairport.com/,2024-08-22T20:42:40+00:00
3685,KMIA,large_airport,Miami International Airport,25.79319954,-80.29060364,8,United States,US,Florida,US-FL,FL,Miami,KMIA,MIA,MIA,http://www.miami-airport.com/,2008-06-13T14:30:04+00:00
3772,KPHX,large_airport,Phoenix Sky Harbor International Airport,33.435302,-112.005905,1135,United States,US,Arizona,US-AZ,AZ,Phoenix,KPHX,PHX,PHX,http://phoenix.gov/skyharborairport/,2021-07-22T18:14:49+00:00
3875,KSEA,large_airport,Seattle–Tacoma International Airport,47.447943,-122.310276,433,United States,US,Washington,US-WA,WA,Seattle,KSEA,SEA,SEA,https://www.portseattle.org/sea-tac,2024-04-29T19:04:40+00:00
3422,KBOS,large_airport,Logan International Airport,42.36197,-71.0079,20,United States,US,Massachusetts,US-MA,MA,Boston,KBOS,BOS,BOS,http://www.massport.com/logan/,2024-04-02T16:27:02+00:00
